feature,n_valid,spearman_corr_target,abs_spearman_corr_target,mean_target0,mean_target1,std_mean_diff_target1_vs_0
Total_Niacin,38013,-0.0403905488054294,0.0403905488054294,90.33149400209366,87.17018300597111,-0.06032763339404318
fg27,38013,0.037383655861797205,0.037383655861797205,5.756954979196016,7.317645898629327,0.026318872264302948
fg16,38013,0.035772701394410404,0.035772701394410404,233.1659144306858,260.3602180382711,0.061272231003454934
fg3,38013,-0.030398646259705196,0.030398646259705196,146.09720800660938,114.13775149154486,-0.06269846175702423
fg9,38013,-0.02760578681374567,0.02760578681374567,222.29544744768904,198.29796999075145,-0.06168433362001568
fg8,38013,-0.027166728519592592,0.027166728519592592,634.8358864291597,590.8429229913409,-0.05344141943046588
fg14,38013,0.02658092486970056,0.02658092486970056,793.856757977935,833.5366161233225,0.053296692735303054
fg17,38013,0.024291483616594407,0.024291483616594407,109.6095787680148,122.73582495248682,0.041725798206700054
Total_VitaminA,38013,-0.023846663028128257,0.023846663028128257,2044.757067110531,2146.9235479793265,0.019233235338145728
psurec_anthro,151189,0.022450895724271697,0.022450895724271697,4.306242215911921,4.7706792066740125,0.0531062500029255
fg23,38013,-0.01850837709926772,0.01850837709926772,68.80733180761524,66.15058387882083,-0.020693348074545547
fg26,38013,-0.01603969059214512,0.01603969059214512,44.529692602802704,44.735849102900765,0.003515145469976965
fg13,38013,0.015977341207044797,0.015977341207044797,139.752134329948,143.93215891914718,0.006072277151132281
fg5,38013,0.015227670379569588,0.015227670379569588,71.88118227027324,66.7098723222806,-0.015781139817930532
mos_lactation,4003,-0.014855421846919688,0.014855421846919688,11.13621964097149,11.105851979345955,-0.03525655192223789
fg4,38013,-0.014551940963923395,0.014551940963923395,111.80381388127677,107.2750112726807,-0.026253381525571724
ethnicity,151189,-0.014297429825245372,0.014297429825245372,0.06519204902107309,0.057827010861010546,-0.030513832125993238
fg11,38013,0.013774603372042206,0.013774603372042206,166.8536944416419,170.9397976850272,0.005748135405764007
fg7,38013,-0.013602839340494666,0.013602839340494666,40.23798475859325,38.30732660475451,-0.02159444112616595
Total_VitaminC,38013,-0.013446120032349823,0.013446120032349823,218.72187415420106,210.9739260233539,-0.029014584331821552
Total_Fat,38013,-0.01283805439473473,0.01283805439473473,170.70696887398145,170.69091294032003,-0.0001029789827241931
fg18,38013,-0.008824557175302259,0.008824557175302259,79.05979001396766,75.30052888171218,-0.03142656951655722
fg10,38013,-0.008367484529996593,0.008367484529996593,412.5404396198757,392.5449525671513,-0.029625419955967465
fg21,38013,0.006655610201325337,0.006655610201325337,33.30022454431074,34.062506999316376,0.002441682396460813
provcode_anthro,151189,0.006340914335361206,0.006340914335361206,40.78136800677527,41.13509365654022,0.015685296994528232
strrec_anthro,151189,-0.005982195723895416,0.005982195723895416,308.16879390225677,305.9625767354006,-0.01251925969425877
fg6,38013,-0.005753324273002709,0.005753324273002709,59.687066288477354,55.977248465650945,-0.039787678702352426
fg12,38013,0.005368244258918031,0.005368244258918031,27.101560043365552,27.007638697368126,-0.000586672599023593
regcode_anthro,151189,-0.005195604965424368,0.005195604965424368,12.549036018532357,12.720368329922872,0.01433412432633529
fg25,38013,0.004638620273558598,0.004638620273558598,70.84568708664835,72.07730195500963,0.006758398669511623
fg15,38013,0.004501085624028032,0.004501085624028032,451.0812647654287,450.44057322513544,-0.0011953248099242206
fg20,38013,-0.0025329053868149935,0.0025329053868149935,146.70326635267395,143.0515264992287,-0.008779918635969905
fg24,38013,-0.001420366446313098,0.001420366446313098,121.13233476495958,124.13079704550898,0.014607454069818265
fg19,38013,0.0001206090889942563,0.0001206090889942563,180.00349085148721,177.1140334547707,-0.005439355619488035
