model_name,strategy,use_class_weight,sampler,cv_requested_folds,cv_folds_used,cv_best_f1,cv_best_auc,cal_accuracy,cal_precision,cal_recall,cal_f1,cal_auc,cal_logloss,best_params,model_path
NaiveBayes,adasyn,False,adasyn,50,50,0.6357688893870441,0.7595034389036469,0.7140400388041274,0.5615002161694769,0.6814902269447723,0.6157037037037038,0.7668362229305438,0.822827348513789,"{""model__var_smoothing"": 1e-09}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\NaiveBayes__adasyn__gridsearch_best.joblib
NaiveBayes,adasyn_class_weight,True,adasyn,50,50,0.6357688893870441,0.7595034389036469,0.7140400388041274,0.5615002161694769,0.6814902269447723,0.6157037037037038,0.7668362229305438,0.822827348513789,"{""model__var_smoothing"": 1e-09}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\NaiveBayes__adasyn_class_weight__gridsearch_best.joblib
NaiveBayes,base,False,none,50,50,0.5931523138872449,0.7572727189259024,0.7170385395537525,0.5706916764361079,0.6385937295028205,0.6027363338079613,0.758739216427692,0.8696362188055677,"{""model__var_smoothing"": 1e-09}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\NaiveBayes__base__gridsearch_best.joblib
NaiveBayes,class_weight,True,none,50,50,0.5931523138872449,0.7572727189259024,0.7170385395537525,0.5706916764361079,0.6385937295028205,0.6027363338079613,0.758739216427692,0.8696362188055677,"{""model__var_smoothing"": 1e-09}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\NaiveBayes__class_weight__gridsearch_best.joblib
RandomForest,adasyn,False,adasyn,50,50,0.6726169661688338,0.8061316266919399,0.7291648293500309,0.5643074250976986,0.8524203069657615,0.6790678231790156,0.8079440930502192,0.5056359706460167,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__adasyn__gridsearch_best.joblib
RandomForest,adasyn_class_weight,True,adasyn,50,50,0.6730985634859467,0.8060886671817944,0.7266072845929976,0.5610886923671332,0.8572740390922209,0.6782563570316554,0.808071907226522,0.5092971586767546,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__adasyn_class_weight__gridsearch_best.joblib
RandomForest,class_weight,True,none,50,50,0.6662101750394004,0.8068746142756968,0.7355145956433548,0.5740318906605922,0.8264462809917356,0.677492203462738,0.8080673152047808,0.5068469167936959,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__class_weight__gridsearch_best.joblib
RandomForest,smote,False,smote,50,50,0.6695825325091832,0.8069903764369394,0.7347649704559485,0.5733978455358774,0.823953823953824,0.6762125208591269,0.8087378854384681,0.5061910261331664,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__smote__gridsearch_best.joblib
RandomForest,smote_class_weight,True,smote,50,50,0.6713108151444456,0.8072272225588608,0.733971249669283,0.5728021978021978,0.820543093270366,0.6746481151917165,0.8088073277862233,0.5062403248139892,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__smote_class_weight__gridsearch_best.joblib
RandomForest,base,False,none,50,50,0.6217485535071873,0.8087723892229921,0.7422171267307522,0.6086053049749419,0.6531549258821986,0.6300936471779296,0.8107193123225247,0.48222404491454013,"{""model__max_depth"": 14, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\RandomForest__base__gridsearch_best.joblib
XGBoost,class_weight,True,none,50,50,0.6886711354301513,0.825746658894054,0.7374548020107593,0.5736735234395691,0.8524203069657615,0.6858047493403694,0.8210638041379867,0.5075563264356615,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__class_weight__gridsearch_best.joblib
XGBoost,smote,False,smote,50,50,0.6856474039226554,0.8228899840560147,0.739880059970015,0.5779244259627554,0.8386462022825659,0.6842922130050842,0.8180342983941908,0.4991679441496488,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__smote__gridsearch_best.joblib
XGBoost,adasyn,False,adasyn,50,50,0.685969189892691,0.821404592325668,0.7367492724226122,0.5733297844024487,0.8476977567886659,0.6840266751349635,0.8164855846024892,0.49764773337029766,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__adasyn__gridsearch_best.joblib
XGBoost,smote_class_weight,True,smote,50,50,0.6831920522139308,0.8203294739492477,0.7126289796278331,0.543812391063223,0.9004329004329005,0.6780933563842925,0.8169733801719551,0.5841271310777819,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.1, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__smote_class_weight__gridsearch_best.joblib
XGBoost,adasyn_class_weight,True,adasyn,50,50,0.6809277800325557,0.8190403386383122,0.7057941617426581,0.5367948618741778,0.9100091827364555,0.675265258444466,0.8149296429511399,0.5804078015828361,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.1, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__adasyn_class_weight__gridsearch_best.joblib
XGBoost,base,False,none,50,50,0.6554492081510491,0.8256711672849377,0.7516535849722198,0.6151000115620303,0.6978879706152433,0.6538839724680433,0.8207757440872383,0.4711945468489927,"{""model__colsample_bytree"": 0.85, ""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__n_estimators"": 300, ""model__subsample"": 0.85}",c:\Jon\College\Thesis\V2.2.1.1\main_2015_training_artifacts_strict50\models\XGBoost__base__gridsearch_best.joblib
