trial,balance_strategy,params,auc_mean,auc_std,logloss_mean,logloss_std,f1_mean,f1_std,stage_score,rank_within_balance_strategy,model,error,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,metric_error
321,smote_classweights,"{'C': np.float64(0.011729574118319092), 'penalty': 'l1', 'solver': 'saga', '__balance_strategy': 'smote_classweights'}",0.845636025857409,0.0032240905567774026,0.48727082603778554,0.005333474470175948,0.6954692173603098,0.004679751241817578,0.6085989562177632,1,log_reg,,0.7596757663844375,0.004592815408901893,0.6058340018861393,0.005746672723890071,0.8162578615547234,0.003102555938289845,
322,smote_classweights,"{'C': np.float64(0.03099396090158248), 'penalty': 'l1', 'solver': 'saga', '__balance_strategy': 'smote_classweights'}",0.8455727188231129,0.0031975259937820407,0.48736875308480915,0.0053210866992236166,0.6955618147896209,0.004662702875532549,0.6084825658485161,2,log_reg,,0.7597230080385082,0.004572558625760412,0.6058651804269937,0.005705803727234925,0.816454624998021,0.002959649021081013,
192,adasyn,"{'n_neighbors': 76, 'p': 1, 'weights': 'uniform', '__balance_strategy': 'adasyn'}",0.8326970295523471,0.005001714794185089,0.5280929862308539,0.006985259300829583,0.680871344898437,0.004185959823794604,0.5647728499997892,1,knn,,0.7158798956120692,0.004504259102499593,0.5469839287699414,0.004304271200749893,0.9015659209205124,0.004043239594617145,
187,adasyn,"{'n_neighbors': 82, 'p': 2, 'weights': 'distance', '__balance_strategy': 'adasyn'}",0.8303325570914694,0.004431295904270646,0.5398939234501775,0.005632217868265339,0.67854001522493,0.004157006681744294,0.5538536038075058,2,knn,,0.7122231914477241,0.004417032302344013,0.5432964737757332,0.00412945737042188,0.9034491577350909,0.004263865956570115,
216,adasyn_classweights,"{'n_neighbors': 104, 'p': 2, 'weights': 'distance', '__balance_strategy': 'adasyn_classweights'}",0.8311906389424375,0.004553821838712574,0.5460103925184763,0.005812907451585807,0.6765946703622224,0.00375733480632957,0.5501286154928702,1,knn,,0.7078955734041931,0.00411265391895514,0.5388482116346706,0.0037878584699365505,0.9093518097942005,0.00458122197548381,
217,adasyn_classweights,"{'n_neighbors': 81, 'p': 2, 'weights': 'distance', '__balance_strategy': 'adasyn_classweights'}",0.8299460737675549,0.004397173301098445,0.5476074911460658,0.005799672648337103,0.6763420742233444,0.004150570991898708,0.5477362889807889,2,knn,,0.7080845512702744,0.004142610944897655,0.539078684024921,0.0038199240924450552,0.9082555746086989,0.003798994686948483,
120,base,"{'n_neighbors': 136, 'p': 1, 'weights': 'distance', '__balance_strategy': 'base'}",0.8425827666785053,0.004378734858195646,0.45585507381893314,0.005483078387171725,0.6518702494365154,0.005447918969033043,0.6209361541100762,1,knn,,0.7694459566137956,0.004318551616484175,0.6620077223697322,0.007842132157891308,0.6420722080311226,0.0047065262094888516,
14,base,"{'n_neighbors': 124, 'p': 1, 'weights': 'uniform', '__balance_strategy': 'base'}",0.8424080235893863,0.004439718113120928,0.45645449122515225,0.005426959135524525,0.6546976477386467,0.006144417362218598,0.6207640018042102,2,knn,,0.7694837596868774,0.004721611532796016,0.6594560910896607,0.008063767607336179,0.6500270296124526,0.0049373281840572845,
198,classweights,"{'n_neighbors': 107, 'p': 1, 'weights': 'uniform', '__balance_strategy': 'classweights'}",0.8408204178650408,0.0038750519739859527,0.4887213528557636,0.006488127332757896,0.6915141526144942,0.005395386597396675,0.602119078612826,1,knn,,0.7446897543732484,0.005209727619866272,0.5825358675020497,0.0055441552355426785,0.848947764965811,0.006827384029856093,
199,classweights,"{'n_neighbors': 98, 'p': 2, 'weights': 'distance', '__balance_strategy': 'classweights'}",0.8374123010798984,0.004267368569420729,0.49416877457441694,0.005760715622262219,0.6884748290059407,0.005007749563406937,0.5944368004877814,2,knn,,0.7446708579259019,0.005107393838534455,0.5836269057173343,0.005696558404873199,0.8393626908486417,0.005168633327220347,
