model,strategy,method,cal_logloss,cal_ece,cal_auc,cal_f1,logloss_rank,ece_rank,avg_rank
stack_meta,weighted_blend,base,0.46371265117805605,0.013822801029324542,0.8282969679748566,0.6655256723716382,1.0,2.0,1.5
stack_meta,weighted_blend,isotonic,0.4685168765295481,0.013812839886644276,0.8275041960029013,0.6712295869356388,3.0,1.0,2.0
stack_meta,weighted_blend,venn_abers,0.46680241171433995,0.014610608694387947,0.827617130455466,0.6708253358925144,2.0,3.0,2.5
stack_meta,weighted_blend,platt,0.46976549921480054,0.03196238930111114,0.8282969679748566,0.6568173281582572,4.0,4.0,4.0
