iter	Recall	Logloss
315	0.869861524	0.4541422166
316	0.869861524	0.4541097937
317	0.8699340245	0.4540897485
318	0.870006525	0.4540684601
319	0.869861524	0.4540482036
320	0.8699340245	0.45402908
321	0.870006525	0.4540067855
322	0.8699340245	0.4539848164
323	0.8700790256	0.4539686488
324	0.870006525	0.4539537617
325	0.8697165229	0.4539358025
326	0.8697165229	0.4539178451
327	0.8697890234	0.4538939751
328	0.8697890234	0.4538748733
329	0.8697165229	0.4538422637
330	0.8697890234	0.4538114834
331	0.8696440223	0.4537911514
332	0.8696440223	0.4537772725
333	0.8697165229	0.4537658088
334	0.8697165229	0.4537435414
335	0.8697165229	0.4537267448
336	0.8696440223	0.4537117874
337	0.8697165229	0.4536965034
338	0.8697165229	0.4536717321
339	0.8696440223	0.4536482844
340	0.8695715218	0.4536185111
341	0.8695715218	0.4536002279
342	0.8696440223	0.4535866159
343	0.8695715218	0.4535666332
344	0.8694990212	0.4535348797
345	0.8695715218	0.4535178614
346	0.8697890234	0.4534762266
347	0.8697890234	0.4534553558
348	0.8701515261	0.4534166495
349	0.8699340245	0.4534000447
350	0.869861524	0.4533836267
351	0.8699340245	0.4533685762
352	0.869861524	0.4533466029
353	0.870006525	0.4533212307
354	0.8699340245	0.4532958723
355	0.869861524	0.4532777624
356	0.8699340245	0.4532350755
357	0.8699340245	0.4532026201
358	0.8700790256	0.4531833832
359	0.8701515261	0.4531630182
360	0.8701515261	0.4531481954
361	0.870006525	0.4531313232
362	0.8700790256	0.4531128225
363	0.870006525	0.4530968563
364	0.870006525	0.4530786073
365	0.870006525	0.4530598432
366	0.870006525	0.4530479692
367	0.8700790256	0.4530272561
368	0.8701515261	0.4530120591
369	0.8701515261	0.4529980273
370	0.8702240267	0.4529806915
371	0.8702240267	0.4529616314
372	0.8702240267	0.4529344256
373	0.8702965272	0.4529130115
374	0.8702240267	0.4528971115
375	0.8703690278	0.4528786683
376	0.8704415283	0.4528589375
377	0.8702965272	0.4528442352
378	0.8702965272	0.4528296876
379	0.8703690278	0.4528118939
380	0.8703690278	0.4527941797
381	0.8702240267	0.4527755545
382	0.8702965272	0.4527595752
383	0.8702240267	0.4527420786
384	0.8702965272	0.4527222217
385	0.8703690278	0.4527021584
386	0.8702965272	0.4526743118
387	0.8705140289	0.4526567254
388	0.8702965272	0.4526405314
389	0.8701515261	0.4526188036
390	0.8702965272	0.4526029073
391	0.8703690278	0.4525832136
392	0.8703690278	0.4525680395
393	0.8705140289	0.4525530878
394	0.8704415283	0.4525345364
395	0.8702965272	0.4525195093
396	0.8703690278	0.4524982299
397	0.8704415283	0.4524711799
398	0.8704415283	0.4524562787
399	0.8703690278	0.4524343617
400	0.8702240267	0.452418272
401	0.8703690278	0.4524017885
402	0.8702965272	0.452386812
403	0.8702240267	0.4523732766
404	0.8701515261	0.4523517421
405	0.8701515261	0.4523369583
406	0.8700790256	0.4523211371
407	0.870006525	0.4523013039
408	0.8700790256	0.4522798451
409	0.8702240267	0.4522597317
410	0.8703690278	0.4522435751
411	0.8704415283	0.4522208953
412	0.8704415283	0.452207077
413	0.8702965272	0.4521893983
414	0.8704415283	0.4521774697
415	0.8705140289	0.4521532487
416	0.8702965272	0.4521318147
417	0.8702240267	0.4521079555
418	0.8702240267	0.4520917093
419	0.8702965272	0.4520745734
420	0.8700790256	0.4520598473
421	0.870006525	0.4520412247
422	0.870006525	0.4520260462
423	0.8700790256	0.4520115031
424	0.870006525	0.4519917506
425	0.8701515261	0.451970752
426	0.8700790256	0.4519538972
427	0.8700790256	0.4519307822
428	0.8702240267	0.4519166358
429	0.8702240267	0.451905406
430	0.8702240267	0.4518850704
431	0.8701515261	0.451871228
432	0.8701515261	0.4518565775
433	0.870006525	0.4518382697
434	0.8700790256	0.4518228296
435	0.8701515261	0.4518029892
436	0.8701515261	0.4517858166
437	0.8701515261	0.4517701504
438	0.8700790256	0.4517553636
439	0.8701515261	0.4517396623
440	0.8701515261	0.4517242871
441	0.8702240267	0.4517099373
442	0.8702240267	0.4516893855
443	0.8702965272	0.4516739176
444	0.8703690278	0.4516590631
445	0.8703690278	0.4516467502
446	0.8704415283	0.4516344677
447	0.8703690278	0.4516126145
448	0.8704415283	0.4515967432
449	0.8704415283	0.4515829345
450	0.8704415283	0.4515703478
451	0.8702965272	0.4515465961
452	0.8702240267	0.4515329372
453	0.8701515261	0.4515182148
454	0.8702965272	0.4515028446
455	0.8702965272	0.4514799713
456	0.8702240267	0.4514590569
457	0.8703690278	0.4514392069
458	0.8703690278	0.4514212481
459	0.8703690278	0.4514068269
460	0.8704415283	0.4513901217
461	0.8703690278	0.4513754844
462	0.8703690278	0.4513504777
463	0.8704415283	0.4513289783
464	0.8704415283	0.4513062435
465	0.8705140289	0.4512775839
466	0.8704415283	0.4512551747
467	0.8704415283	0.4512377132
468	0.8704415283	0.4512277672
469	0.8704415283	0.4511999677
470	0.8704415283	0.4511863439
471	0.8704415283	0.4511672949
472	0.8703690278	0.4511481637
473	0.8703690278	0.4511308064
474	0.8704415283	0.4511093402
475	0.8705140289	0.451094746
476	0.8705140289	0.4510788793
477	0.8705140289	0.4510651077
478	0.8707315305	0.4510468811
479	0.8705140289	0.4510351966
480	0.8704415283	0.4510198704
481	0.8704415283	0.4510046013
482	0.8705865294	0.4509910881
483	0.8705865294	0.4509712874
484	0.8704415283	0.4509526214
485	0.8705140289	0.4509374114
486	0.8705140289	0.4509169828
487	0.8705140289	0.4509021041
488	0.8704415283	0.4508859543
489	0.8704415283	0.4508716308
490	0.8704415283	0.450855426
491	0.8704415283	0.4508366681
492	0.8704415283	0.4508193649
493	0.8703690278	0.4508023473
494	0.8703690278	0.4507824682
495	0.8703690278	0.4507668991
496	0.8702965272	0.4507567377
497	0.8702965272	0.4507448891
498	0.8702965272	0.4507267618
499	0.8703690278	0.4507106145
500	0.8703690278	0.4506956211
501	0.8704415283	0.4506824634
502	0.8705140289	0.4506533116
503	0.8705140289	0.4506369959
504	0.8704415283	0.4506219847
505	0.8703690278	0.4506059926
506	0.8704415283	0.4505902381
507	0.8704415283	0.450568588
508	0.8706590299	0.4505516548
509	0.8706590299	0.4505362585
510	0.8707315305	0.4505171827
511	0.8707315305	0.4505034379
512	0.8705865294	0.4504816485
513	0.8705865294	0.4504686835
514	0.8705865294	0.4504440817
515	0.8705140289	0.4504303775
516	0.8705140289	0.4504128963
517	0.8705865294	0.4504007072
518	0.8706590299	0.4503833503
519	0.8707315305	0.4503720277
520	0.8708765316	0.4503549324
521	0.8708765316	0.4503282145
522	0.8708765316	0.4503094386
523	0.8708765316	0.4502978773
524	0.870804031	0.4502673242
525	0.870804031	0.4502470615
526	0.8707315305	0.4502334393
527	0.8707315305	0.4502055035
528	0.8705865294	0.4501961467
529	0.8705140289	0.4501809728
530	0.8706590299	0.4501659024
531	0.8705140289	0.450150523
532	0.8705865294	0.4501388643
533	0.8706590299	0.4501222136
534	0.8707315305	0.4500939326
535	0.8705140289	0.4500759304
536	0.8705140289	0.4500609863
537	0.8706590299	0.4500409394
538	0.8707315305	0.4500299603
539	0.8707315305	0.4500164962
540	0.8705140289	0.4499991153
541	0.8705140289	0.4499806563
542	0.8705140289	0.4499674112
543	0.8706590299	0.4499562332
544	0.8706590299	0.4499429173
545	0.8706590299	0.4499294558
546	0.8707315305	0.4499114177
547	0.8706590299	0.4498969222
548	0.8707315305	0.4498740162
549	0.8706590299	0.4498636166
550	0.8706590299	0.4498493729
551	0.8707315305	0.4498411645
552	0.8707315305	0.4498237725
553	0.8706590299	0.4497975421
554	0.8709490321	0.4497865095
555	0.8710215327	0.4497727559
556	0.870804031	0.4497584731
557	0.8708765316	0.4497409581
558	0.8708765316	0.4497251639
559	0.870804031	0.4497124761
560	0.870804031	0.4496973447
561	0.8709490321	0.4496797907
562	0.8710215327	0.4496642243
563	0.8708765316	0.4496475786
564	0.8710215327	0.449635172
565	0.8709490321	0.4496186791
566	0.8708765316	0.4495932538
567	0.8708765316	0.4495795743
568	0.8711665337	0.4495603943
569	0.8711665337	0.4495456328
570	0.8711665337	0.4495322895
571	0.870804031	0.4495228259
572	0.870804031	0.4495117572
573	0.8708765316	0.4494933936
574	0.8710215327	0.4494722013
575	0.8709490321	0.4494620318
576	0.8708765316	0.4494451841
577	0.8710215327	0.449429947
578	0.8709490321	0.4494131788
579	0.8708765316	0.4493959365
580	0.8709490321	0.4493706314
581	0.8710215327	0.4493585727
582	0.8710215327	0.4493437101
583	0.8708765316	0.4493214813
584	0.8708765316	0.4493067396
585	0.8710215327	0.4492928609
586	0.8708765316	0.4492736056
587	0.8708765316	0.4492574313
588	0.8708765316	0.4492405335
589	0.8709490321	0.4492287283
590	0.8711665337	0.4492137897
591	0.8711665337	0.4491994552
592	0.8711665337	0.4491884066
593	0.8709490321	0.4491723977
594	0.8710215327	0.4491530987
595	0.8710940332	0.44913791
596	0.8710940332	0.4491214197
597	0.8710215327	0.4491049165
598	0.8710940332	0.4490881203
599	0.8709490321	0.4490778994
600	0.8709490321	0.4490666716
601	0.8710940332	0.449054952
602	0.8710940332	0.4490430702
603	0.8710215327	0.4490328853
604	0.8708765316	0.4490195909
605	0.8708765316	0.4490054123
606	0.8710215327	0.4489900666
607	0.8710940332	0.4489730452
608	0.8709490321	0.4489553626
609	0.8710215327	0.4489328299
610	0.8710215327	0.4489169344
611	0.8710215327	0.4489069029
612	0.8710215327	0.4488896446
613	0.8710940332	0.4488760477
614	0.8711665337	0.4488613034
615	0.8711665337	0.4488476778
616	0.8712390343	0.4488327431
617	0.8711665337	0.448817166
618	0.8710215327	0.4488018239
619	0.8710215327	0.4487845381
620	0.8709490321	0.4487652231
621	0.8710215327	0.4487529001
622	0.8708765316	0.448735692
623	0.8709490321	0.448727888
624	0.8709490321	0.4487138825
625	0.870804031	0.4486978253
626	0.8708765316	0.4486812703
627	0.8708765316	0.4486719268
628	0.870804031	0.4486534004
629	0.8708765316	0.4486431724
630	0.870804031	0.4486314978
631	0.8709490321	0.4486150354
632	0.8709490321	0.4485974124
633	0.8710215327	0.4485775217
634	0.8709490321	0.4485549473
635	0.8711665337	0.448534608
636	0.8710940332	0.4485187847
637	0.8710940332	0.4484980669
638	0.8708765316	0.448476394
639	0.8710940332	0.4484603194
640	0.8710940332	0.4484437184
641	0.8710940332	0.4484289963
642	0.8710940332	0.4484124519
643	0.8711665337	0.448396628
644	0.8712390343	0.4483813454
645	0.8713115348	0.4483709411
646	0.8712390343	0.4483555023
647	0.8713840354	0.4483386701
648	0.8713840354	0.4483212692
649	0.8713115348	0.4483052818
650	0.8713115348	0.4482880305
651	0.8711665337	0.4482763039
652	0.8712390343	0.4482627792
653	0.8712390343	0.4482435051
654	0.8712390343	0.4482300298
655	0.8712390343	0.4482165311
656	0.8711665337	0.4481977612
657	0.8711665337	0.4481816319
658	0.8710940332	0.4481668116
659	0.8713115348	0.4481533551
660	0.8713840354	0.4481379753
661	0.8712390343	0.448120511
662	0.8712390343	0.4481053555
663	0.8713115348	0.4480907907
664	0.8713115348	0.4480667717
665	0.8713840354	0.4480514078
666	0.8712390343	0.4480380086
667	0.8713115348	0.448024827
668	0.8713115348	0.4480018649
669	0.8713115348	0.4479870655
670	0.8713115348	0.4479728206
671	0.8713115348	0.4479559181
672	0.8713115348	0.4479381159
673	0.8712390343	0.4479172423
674	0.8713840354	0.4479008277
675	0.8714565359	0.4478828491
676	0.8713840354	0.4478596705
677	0.8714565359	0.4478397248
678	0.8713840354	0.4478200105
679	0.8712390343	0.4478060221
680	0.8711665337	0.447792659
681	0.8710940332	0.447778391
682	0.8710215327	0.4477627593
683	0.8710940332	0.4477448612
684	0.8710215327	0.4477297036
685	0.8710215327	0.4477110226
686	0.8710215327	0.4476949822
687	0.8710215327	0.4476786856
688	0.8708765316	0.4476647534
689	0.8710940332	0.4476469111
690	0.8710940332	0.4476281773
691	0.8710940332	0.4476106456
692	0.8711665337	0.4475941946
693	0.8711665337	0.4475760323
694	0.8712390343	0.4475644009
695	0.8712390343	0.4475499333
696	0.8710215327	0.4475351345
697	0.8710940332	0.4475184006
698	0.8710215327	0.4475078337
699	0.8710215327	0.4474949118
700	0.8710215327	0.4474736645
701	0.8711665337	0.4474524921
702	0.8710940332	0.4474375628
703	0.8710940332	0.447419579
704	0.8710215327	0.4474027472
705	0.8710940332	0.447385468
706	0.8711665337	0.4473661292
707	0.8711665337	0.4473495965
708	0.8711665337	0.4473285259
709	0.8710940332	0.4473057774
710	0.8711665337	0.4472889075
711	0.8712390343	0.4472696692
712	0.8710940332	0.4472509403
713	0.8710940332	0.4472320994
714	0.8711665337	0.4472161196
715	0.8710940332	0.4471990649
716	0.8710215327	0.4471876553
717	0.8710215327	0.4471765819
718	0.8710940332	0.4471564405
719	0.8711665337	0.4471402565
720	0.8710215327	0.4471227878
721	0.8710215327	0.4471041321
722	0.8710215327	0.4470861984
723	0.8710215327	0.4470689459
724	0.8710215327	0.4470486237
725	0.8710215327	0.4470312585
726	0.8710215327	0.4470147483
727	0.8710940332	0.4469978092
728	0.8710940332	0.4469817266
729	0.8711665337	0.4469623548
730	0.8713115348	0.4469497588
731	0.8713115348	0.4469303182
732	0.8713115348	0.4469098568
733	0.8713115348	0.4468957432
734	0.8712390343	0.4468790933
735	0.8713840354	0.4468628059
736	0.8713840354	0.4468481764
737	0.8713840354	0.4468352703
738	0.8713840354	0.4468184083
739	0.871601537	0.4468022367
740	0.8715290365	0.4467910055
741	0.8713840354	0.4467759111
742	0.8714565359	0.4467585161
743	0.8713840354	0.4467407688
744	0.8713840354	0.4467250367
745	0.8714565359	0.4467037504
746	0.8714565359	0.4466879169
747	0.8715290365	0.4466704023
748	0.871601537	0.4466494411
749	0.8714565359	0.4466269718
750	0.871601537	0.446614324
751	0.8714565359	0.4465972381
752	0.8715290365	0.4465782706
753	0.8715290365	0.4465620315
754	0.8714565359	0.4465457554
755	0.871601537	0.4465310725
756	0.8716740376	0.4465138852
757	0.8717465381	0.4464970757
758	0.8716740376	0.4464794946
759	0.871601537	0.4464606765
760	0.8716740376	0.4464440247
761	0.8716740376	0.4464253617
762	0.8718190386	0.446405679
763	0.8718190386	0.4463851107
764	0.8717465381	0.4463602428
765	0.871601537	0.4463398089
766	0.871601537	0.4463202463
767	0.8716740376	0.4463061918
768	0.8716740376	0.4462918913
769	0.8716740376	0.4462706455
770	0.8716740376	0.4462572573
771	0.8717465381	0.4462381372
772	0.8716740376	0.4462243516
773	0.8717465381	0.4462096108
774	0.871601537	0.4461912325
775	0.8716740376	0.4461763705
776	0.871601537	0.446162153
777	0.8715290365	0.4461422109
778	0.8715290365	0.4461203598
779	0.8715290365	0.4460889287
780	0.8715290365	0.4460723187
781	0.8714565359	0.4460523929
782	0.8715290365	0.446038565
783	0.8715290365	0.4460195593
784	0.8715290365	0.4460041743
785	0.8715290365	0.4459868087
786	0.8715290365	0.4459774453
787	0.871601537	0.4459516774
788	0.8714565359	0.4459317602
789	0.8713840354	0.4459146744
790	0.8713840354	0.4458957738
791	0.8714565359	0.4458743703
792	0.8713840354	0.4458568239
793	0.8714565359	0.4458359098
794	0.8718190386	0.445812373
795	0.8718190386	0.4457925828
796	0.8717465381	0.4457738626
797	0.8718190386	0.4457537251
798	0.8718190386	0.4457365826
799	0.8717465381	0.4457170605
800	0.8717465381	0.4456991356
801	0.8718190386	0.4456784279
802	0.8717465381	0.4456607592
803	0.8717465381	0.4456443385
804	0.8718190386	0.4456266529
805	0.8716740376	0.445599719
806	0.8716740376	0.445586042
807	0.8717465381	0.4455671754
808	0.8718190386	0.4455461793
809	0.8718190386	0.4455265047
810	0.8718915392	0.4455084509
811	0.8718190386	0.445488193
812	0.8718190386	0.4454643543
813	0.8718190386	0.4454429946
814	0.8718915392	0.4454244314
815	0.8718190386	0.4454049578
816	0.8719640397	0.4453782036
817	0.8719640397	0.4453669136
818	0.8719640397	0.4453550424
819	0.8720365403	0.4453359798
820	0.8721090408	0.4453171352
821	0.8721815414	0.4452976528
822	0.8722540419	0.4452836154
823	0.8723265424	0.4452585328
824	0.8723265424	0.4452430726
825	0.872399043	0.4452250549
826	0.8722540419	0.4452075043
827	0.8723265424	0.4451872096
828	0.8723265424	0.4451714854
829	0.8723265424	0.4451544086
830	0.8723265424	0.4451326873
831	0.8722540419	0.4451160745
832	0.8721815414	0.44509867
833	0.8721815414	0.4450783883
834	0.8722540419	0.4450615764
835	0.8722540419	0.4450404854
836	0.8723265424	0.4450216104
837	0.8723265424	0.4450045136
838	0.8723265424	0.4449866775
839	0.8723265424	0.4449720107
840	0.8722540419	0.4449510786
841	0.8722540419	0.4449375317
842	0.8723265424	0.4449141267
843	0.8722540419	0.4448923491
844	0.8722540419	0.4448767214
845	0.8722540419	0.4448582472
846	0.8722540419	0.4448407686
847	0.8722540419	0.4448147639
848	0.8722540419	0.4447919246
849	0.8722540419	0.4447781215
850	0.8723265424	0.4447570311
851	0.8722540419	0.4447379075
852	0.8721815414	0.4447227363
853	0.8722540419	0.4447068264
854	0.8723265424	0.4446948358
855	0.8722540419	0.4446709105
856	0.8723265424	0.4446494859
857	0.8723265424	0.4446292045
858	0.8723265424	0.4446115786
859	0.8722540419	0.4445920543
860	0.8722540419	0.4445703762
861	0.8721815414	0.4445504676
862	0.8722540419	0.4445313802
863	0.872399043	0.4445026066
864	0.8723265424	0.444483563
865	0.872399043	0.4444648619
866	0.872399043	0.4444476973
867	0.872399043	0.4444295917
868	0.8723265424	0.444409995
869	0.8723265424	0.4443949074
870	0.8722540419	0.4443774373
871	0.8722540419	0.4443605288
872	0.8722540419	0.4443419514
873	0.8721815414	0.4443186183
874	0.8721090408	0.4442971191
875	0.8721815414	0.4442755817
876	0.8721815414	0.4442488552
877	0.8722540419	0.4442267453
878	0.872399043	0.4442036069
879	0.8723265424	0.4441822419
880	0.8721815414	0.4441652445
881	0.8721815414	0.4441538617
882	0.8721090408	0.4441317171
883	0.8719640397	0.4441148986
