sampling,model,best_stage1_score,best_acc_cv,best_rec_cv
base,naive_bayes,0.7114643741827856,0.7245157151253999,0.7606765711040847
smote,naive_bayes,0.6819598551400302,0.7037029189307331,0.766401964252254
smotenc,naive_bayes,0.6819598551400302,0.7037029189307331,0.766401964252254
cw,naive_bayes,0.7114643741827843,0.7245157151253999,0.7606765711040847
smotecw,naive_bayes,0.6819598551400293,0.7037029189307331,0.766401964252254
smotencw,naive_bayes,0.6819598551400293,0.7037029189307331,0.766401964252254
