score,label
0.021758683,0
0.23713385,0
0.018531065,0
0.004437768,0
0.770561,0
0.003932485,0
0.72688824,1
0.37246484,0
0.008904512,0
0.16343294,0
0.02593198,0
0.12858841,0
0.106965266,0
0.7567482,0
0.067321725,0
0.15543294,0
0.0017922694,0
0.0016283094,0
0.5896206,0
0.04433278,0
0.0023860978,0
0.034881353,0
0.65847296,0
0.63622814,1
0.76056504,1
0.77700526,1
0.2615665,0
0.06858466,0
0.3034713,0
0.3086938,1
0.5642458,0
0.00636837,0
0.0113215335,0
0.1628843,0
0.62780976,1
0.8186272,0
0.39296544,1
0.012715553,0
0.7667161,0
0.05730974,0
0.62520343,1
0.50101036,0
0.011870855,0
0.052182313,0
0.4406985,0
0.106682934,0
0.5872855,0
0.006696491,0
0.21197966,0
0.19365701,0
0.0038031428,0
0.02342429,0
0.0025574141,0
0.010913522,0
0.77253217,0
0.069012195,0
0.8519385,1
0.00203343,0
0.21750663,0
0.35711706,1
0.010022807,0
0.1130438,0
0.050221696,0
0.4792654,0
0.12271324,0
0.39547995,0
0.0023475615,0
0.38619778,0
0.551975,0
0.8212405,1
0.13791075,0
0.76927614,0
0.80150545,1
0.13341576,0
0.052325107,0
0.9098801,1
0.00409473,0
0.53883,1
0.32224998,0
0.018536417,0
0.4742403,0
0.53458387,1
0.07446298,0
0.5937442,0
0.7157427,1
0.3955662,0
0.8188603,1
0.017418826,0
0.008682345,0
0.38456646,0
0.5159626,0
0.06459669,0
0.3024728,0
0.71428627,1
0.04927007,0
0.4411935,0
0.11372955,0
0.016881872,0
0.013624186,0
0.10632533,0
0.7923319,1
0.6898649,1
0.0130876545,0
0.008800645,0
0.41562584,0
0.059437048,0
0.009758615,0
0.8014076,0
0.0040734774,0
0.006674294,0
0.59246844,0
0.23002458,0
0.48024738,1
0.27640608,0
0.20575598,0
0.7910627,0
0.0070919306,0
0.38853782,0
0.36843133,1
0.02868796,0
0.3476735,0
0.64960957,1
0.021215921,0
0.78949404,1
0.0017902725,0
0.73311615,1
0.10422576,0
0.046185315,0
0.7102565,1
0.88878244,0
0.8671069,0
0.69145226,0
0.23779762,0
0.52321285,0
0.031550355,0
0.0031693864,0
0.5113514,0
0.06336268,0
0.01986375,0
0.6373167,0
0.124557935,0
0.67653924,0
0.71575284,0
0.7138428,1
0.69915503,0
0.010233589,0
0.62300175,0
0.45595247,0
0.01930672,0
0.012355217,0
0.80219257,1
0.7637529,0
0.015018465,0
0.0040332936,0
0.010353831,0
0.8986518,1
0.8262858,1
0.010027454,0
0.6569037,0
0.0068120426,0
0.8223782,0
0.5639027,0
0.34910953,0
0.012690687,0
0.022071276,0
0.0019643307,0
0.33510256,1
0.010096966,0
0.009821329,0
0.020773608,0
0.00265156,0
0.6978828,0
0.765406,1
0.48182744,1
0.0056140996,0
0.29023212,0
0.6768754,1
0.0042894664,0
0.6405286,0
0.0041362024,0
0.07585124,0
0.0044384953,0
0.07590688,0
0.0029326824,0
0.5744904,0
0.004175442,0
0.00790218,0
0.61660546,1
0.0216709,0
0.031144714,0
0.005794365,0
0.6912391,0
0.00457848,0
0.032157388,0
0.016117893,0
0.0023479562,0
0.012063857,0
0.7677521,0
0.012694934,0
0.04906902,0
0.5478636,0
0.0076877456,0
0.0058615967,0
0.8180178,1
0.0150911575,0
0.581651,0
0.011692332,0
0.6480877,0
0.09300305,0
0.2947756,0
0.6767554,1
0.567289,0
0.7293056,1
0.019758409,0
0.7789341,0
0.16027847,0
0.0698524,0
0.024319746,0
0.003910947,0
0.7683506,0
0.054944903,0
0.007762519,0
0.011727179,0
0.0632736,0
0.0130141,0
0.33056512,0
0.75934434,1
0.79939044,0
0.11594157,0
0.7875608,1
0.20100424,0
0.062233575,0
0.0029192136,0
0.08032384,0
0.0041082944,0
0.47105238,0
0.080896474,0
0.84068215,0
0.0029236805,0
0.25646412,1
0.7159757,0
0.7270691,0
0.017528277,0
0.0048432047,0
0.7550917,0
0.3902492,0
0.10238108,0
0.6291014,0
0.058109876,0
0.7109684,0
0.010428554,0
0.69670296,0
0.6211264,0
0.004192928,0
0.031713996,0
0.538931,0
0.6617483,0
0.5230309,0
0.12393121,0
0.015018676,0
0.13309146,1
0.7003145,0
0.019725509,0
0.0042267363,0
0.122468814,0
0.1307929,0
0.011130067,0
0.19066143,0
0.6205305,0
0.068258904,0
0.60725033,0
0.0085842805,0
0.13203962,0
0.620845,0
0.06400703,0
0.018370314,0
0.00162701,0
0.0072595538,0
0.0069620875,0
0.81636304,1
0.7492348,0
0.52950054,0
0.0034815029,0
0.0077607967,0
0.7079738,1
0.09501799,0
0.71811146,0
0.3522316,0
0.24807903,0
0.8159044,1
0.52198875,1
0.67366594,1
0.81603324,1
0.65248805,0
0.46139538,0
0.035234787,0
0.71211815,0
0.86720586,1
0.3135163,0
0.0066715693,0
