model,valid_accuracy,valid_recall,valid_f1,valid_auc,valid_logloss,selected_threshold,test_accuracy,test_recall,test_f1,test_auc,test_logloss,params
xgboost,0.7629861539818326,0.8553063098517644,0.7081183817540049,0.8574002848360508,0.43555877818795685,0.35,0.7539574055293443,0.8423399790136411,0.6971341728180634,0.8461286972252494,0.44949216975743994,"{'colsample_bytree': 0.937456676398797, 'gamma': 0.9982950107159098, 'learning_rate': 0.010505423338112546, 'max_depth': 4, 'min_child_weight': 5, 'reg_lambda': 0.009867215860792112, 'subsample': 0.902168997989711}"
catboost,0.7622806243936855,0.8542568542568543,0.7072495248438773,0.8567518120732094,0.43650015233165573,0.35,0.753736937254729,0.843389296956978,0.6972079154242342,0.8453761269887294,0.4509455262688562,"{'depth': 10, 'l2_leaf_reg': 24.83682585235925, 'learning_rate': 0.009716941972138453, 'random_strength': 2.0760060557741786}"
random_forest,0.74124702354705,0.8966286239013512,0.699662196744805,0.8540668386627143,0.463847073086258,0.4,0.7320428590325853,0.8860178384050367,0.6897431970184306,0.8428330295039211,0.4788270245020554,"{'max_depth': 12, 'max_features': 0.45150302144801496, 'min_samples_leaf': 3, 'min_samples_split': 20}"
