config_key,model_name,sampling,rank,class_weight_applied,params,cv_f1,cv_auc,cv_accuracy,cv_precision,cv_recall,cal_f1,cal_auc,cal_accuracy,cal_precision,cal_recall,model_path
RandomForest__smote_class_weight,RandomForest,smote_class_weight,2,True,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 2, ""model__n_estimators"": 200}",0.6529822669802778,0.718672367958441,0.6532646947619464,0.5883573745778471,0.7335845957510839,0.6582910482185982,0.7258484401777103,0.6581611878715492,0.5925455522446388,0.7404468318886582,models\RandomForest__smote_class_weight_rank2.joblib
RandomForest__smote_class_weight,RandomForest,smote_class_weight,3,True,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 200}",0.6529574168676112,0.718576302793805,0.6529215019050112,0.5879021640746087,0.7342254981931304,0.6580168833636437,0.7260754767838853,0.6579983170010044,0.592453199081089,0.7398974484189964,models\RandomForest__smote_class_weight_rank3.joblib
RandomForest__adasyn_class_weight,RandomForest,adasyn_class_weight,1,True,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 2, ""model__n_estimators"": 200}",0.6564993350255078,0.7193934146708159,0.6517290521478637,0.5847253510952412,0.7483781416196167,0.6618247843849296,0.7266852792163239,0.6562067374250116,0.588210166595472,0.7565010377243316,models\RandomForest__adasyn_class_weight_rank1.joblib
RandomForest__adasyn_class_weight,RandomForest,adasyn_class_weight,2,True,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 5, ""model__n_estimators"": 200}",0.6563922295368021,0.719326989354848,0.6516999680074456,0.5847281226544645,0.7480903838115232,0.6615170791682258,0.7271605444216429,0.6562338825701023,0.5883891213389121,0.755402270785008,models\RandomForest__adasyn_class_weight_rank2.joblib
RandomForest__adasyn_class_weight,RandomForest,adasyn_class_weight,3,True,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 5, ""model__n_estimators"": 200}",0.65603745260805,0.7192953827415958,0.6510659337463282,0.5840586926361968,0.7482735134595517,0.6617867065612311,0.7269709354651177,0.6563424631504655,0.5884085510688836,0.7560737394701502,models\RandomForest__adasyn_class_weight_rank3.joblib
AdaBoost__baseline,AdaBoost,baseline,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6400562825868297,0.6827349074727063,0.6212081551929733,0.5542830930870294,0.7573247757404328,0.6416649280200292,0.6869646451850757,0.627025706452401,0.5601493488753301,0.7509461604199732,models\AdaBoost__baseline_rank1.joblib
AdaBoost__baseline,AdaBoost,baseline,2,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 50}",0.638472470999884,0.6757735144360831,0.6151121193613123,0.5482535806022206,0.7645581530388081,0.6427299099190799,0.6781927221921829,0.6188821629251609,0.5510996683539885,0.7709070931510195,models\AdaBoost__baseline_rank2.joblib
AdaBoost__baseline,AdaBoost,baseline,3,False,"{""model__learning_rate"": 1.0, ""model__n_estimators"": 100}",0.6083552969801309,0.7186375213699988,0.658691795363988,0.6211364786530441,0.5961125698403233,0.6113733704317379,0.7263927375093805,0.6625587013762588,0.6265940403716758,0.5968746184837016,models\AdaBoost__baseline_rank3.joblib
AdaBoost__class_weight,AdaBoost,class_weight,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6400562825868297,0.6827349074727063,0.6212081551929733,0.5542830930870294,0.7573247757404328,0.6416649280200292,0.6869646451850757,0.627025706452401,0.5601493488753301,0.7509461604199732,models\AdaBoost__class_weight_rank1.joblib
AdaBoost__class_weight,AdaBoost,class_weight,2,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 50}",0.638472470999884,0.6757735144360831,0.6151121193613123,0.5482535806022206,0.7645581530388081,0.6427299099190799,0.6781927221921829,0.6188821629251609,0.5510996683539885,0.7709070931510195,models\AdaBoost__class_weight_rank2.joblib
AdaBoost__class_weight,AdaBoost,class_weight,3,False,"{""model__learning_rate"": 1.0, ""model__n_estimators"": 100}",0.6083552969801309,0.7186375213699988,0.658691795363988,0.6211364786530441,0.5961125698403233,0.6113733704317379,0.7263927375093805,0.6625587013762588,0.6265940403716758,0.5968746184837016,models\AdaBoost__class_weight_rank3.joblib
AdaBoost__smote,AdaBoost,smote,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 200}",0.6545147012334545,0.6955557104302825,0.6225518424802955,0.5519130628865934,0.804007937745261,0.6579968171871892,0.7020885711677404,0.6266456744211297,0.5551313249979022,0.8076547430106215,models\AdaBoost__smote_rank1.joblib
AdaBoost__smote,AdaBoost,smote,2,False,"{""model__learning_rate"": 0.1, ""model__n_estimators"": 50}",0.6505636451315935,0.7046079182638394,0.6391647034871883,0.571345664595093,0.7553105386630821,0.6551570330333482,0.7107080189349592,0.6432313580716089,0.574524872302241,0.7621169576364303,models\AdaBoost__smote_rank2.joblib
AdaBoost__smote,AdaBoost,smote,3,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6498794324611936,0.68913401954087,0.6159264752930228,0.5464846440143737,0.8015487713633471,0.6522779408500037,0.6945618791782235,0.6173348896549852,0.547290864688108,0.8071053595409596,models\AdaBoost__smote_rank3.joblib
AdaBoost__adasyn,AdaBoost,adasyn,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6503789292263418,0.6882385127524826,0.6160195445423611,0.5464597137768681,0.8031183468870472,0.6521340178062148,0.6948166053223819,0.6192350498113413,0.5491834092143185,0.8025882065681846,models\AdaBoost__adasyn_rank1.joblib
AdaBoost__adasyn,AdaBoost,adasyn,2,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 200}",0.6501861464157962,0.692735848667227,0.625500974318704,0.556102998518166,0.7826087202366098,0.654003402828919,0.6990323289014974,0.630147398137843,0.5599426012088533,0.7860456598705897,models\AdaBoost__adasyn_rank2.joblib
AdaBoost__adasyn,AdaBoost,adasyn,3,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 50}",0.6448434685347486,0.6761771896290214,0.6132158334060437,0.544960878959538,0.7896065648417645,0.6469665662575618,0.6809893580686321,0.615054697467358,0.5462647664690797,0.7931876449761934,models\AdaBoost__adasyn_rank3.joblib
AdaBoost__smote_class_weight,AdaBoost,smote_class_weight,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 200}",0.6545147012334545,0.6955557104302825,0.6225518424802955,0.5519130628865934,0.804007937745261,0.6579968171871892,0.7020885711677404,0.6266456744211297,0.5551313249979022,0.8076547430106215,models\AdaBoost__smote_class_weight_rank1.joblib
AdaBoost__smote_class_weight,AdaBoost,smote_class_weight,2,False,"{""model__learning_rate"": 0.1, ""model__n_estimators"": 50}",0.6505636451315935,0.7046079182638394,0.6391647034871883,0.571345664595093,0.7553105386630821,0.6551570330333482,0.7107080189349592,0.6432313580716089,0.574524872302241,0.7621169576364303,models\AdaBoost__smote_class_weight_rank2.joblib
AdaBoost__smote_class_weight,AdaBoost,smote_class_weight,3,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6498794324611936,0.68913401954087,0.6159264752930228,0.5464846440143737,0.8015487713633471,0.6522779408500037,0.6945618791782235,0.6173348896549852,0.547290864688108,0.8071053595409596,models\AdaBoost__smote_class_weight_rank3.joblib
AdaBoost__adasyn_class_weight,AdaBoost,adasyn_class_weight,1,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 100}",0.6503789292263418,0.6882385127524826,0.6160195445423611,0.5464597137768681,0.8031183468870472,0.6521340178062148,0.6948166053223819,0.6192350498113413,0.5491834092143185,0.8025882065681846,models\AdaBoost__adasyn_class_weight_rank1.joblib
AdaBoost__adasyn_class_weight,AdaBoost,adasyn_class_weight,2,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 200}",0.6501861464157962,0.692735848667227,0.625500974318704,0.556102998518166,0.7826087202366098,0.654003402828919,0.6990323289014974,0.630147398137843,0.5599426012088533,0.7860456598705897,models\AdaBoost__adasyn_class_weight_rank2.joblib
AdaBoost__adasyn_class_weight,AdaBoost,adasyn_class_weight,3,False,"{""model__learning_rate"": 0.01, ""model__n_estimators"": 50}",0.6448434685347486,0.6761771896290214,0.6132158334060437,0.544960878959538,0.7896065648417645,0.6469665662575618,0.6809893580686321,0.615054697467358,0.5462647664690797,0.7931876449761934,models\AdaBoost__adasyn_class_weight_rank3.joblib
XGBoost__baseline,XGBoost,baseline,1,False,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 0.8}",0.6260070161460802,0.7254878694398237,0.6644213710263793,0.6205778262590359,0.6315597615545532,0.6318427488752679,0.7320183821053833,0.6690192459078694,0.6251419011770329,0.6386888047857404,models\XGBoost__baseline_rank1.joblib
XGBoost__baseline,XGBoost,baseline,2,False,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",0.6259129074572389,0.7253744308747075,0.6639967425762732,0.6198672090505376,0.6320960153061136,0.6322342772522591,0.7317129064793292,0.6696707293900486,0.6260848746034596,0.6385056769625198,models\XGBoost__baseline_rank2.joblib
XGBoost__baseline,XGBoost,baseline,3,False,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.2, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__subsample"": 1.0}",0.6255037556751388,0.7260120511796553,0.6649099845854056,0.6217920860643946,0.6292838197738668,0.6327666525500635,0.7333502714111834,0.6704579385976818,0.6271887742863996,0.6384446343547796,models\XGBoost__baseline_rank3.joblib
XGBoost__class_weight,XGBoost,class_weight,1,True,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 100, ""model__scale_pos_weight"": 1.2486658295401036, ""model__subsample"": 0.8}",0.6559883220269986,0.7256295108417621,0.6588197655818282,0.5946261928037613,0.7314917673651757,0.6587366694011485,0.7315117571070326,0.6612285892668096,0.5966415692490589,0.735258210230741,models\XGBoost__class_weight_rank1.joblib
XGBoost__class_weight,XGBoost,class_weight,2,True,"{""model__colsample_bytree"": 1.0, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 200, ""model__scale_pos_weight"": 1.2486658295401036, ""model__subsample"": 0.8}",0.6557678011005171,0.7265063733276343,0.6604252101329146,0.5970281750147068,0.7273453681808152,0.6595657067559777,0.7332058841743776,0.6633730557289829,0.5993015714642055,0.7333048467830545,models\XGBoost__class_weight_rank2.joblib
