sampling,model,best_stage1_score,best_acc_cv,best_rec_cv
base,naive_bayes,0.6957667086708231,0.7431239367321394,0.8031416016265495
smote,naive_bayes,0.6782358875344998,0.7313836260981884,0.8221945300714895
smotenc,naive_bayes,0.6782358875344998,0.7313836260981884,0.8221945300714895
cw,naive_bayes,0.6957667086708231,0.7431239367321394,0.8031416016265495
smotecw,naive_bayes,0.6782358875344998,0.7313836260981884,0.8221945300714895
smotencw,naive_bayes,0.6782358875344998,0.7313836260981884,0.8221945300714895
