sampling,model,best_stage2_score,best_acc_cv,best_rec_cv,best_thr_cv
base,naive_bayes,0.6940277205836578,0.7426278687438911,0.8020920778556159,0.3499999999999999
smote,naive_bayes,0.6759647130728943,0.7297080336399465,0.8235719509117532,0.3499999999999999
smotenc,naive_bayes,0.6759647130728943,0.7297080336399465,0.8235719509117532,0.3499999999999999
cw,naive_bayes,0.6940277205836578,0.7426278687438911,0.8020920778556159,0.3499999999999999
smotecw,naive_bayes,0.6759647130728943,0.7297080336399465,0.8235719509117532,0.3499999999999999
smotencw,naive_bayes,0.6759647130728943,0.7297080336399465,0.8235719509117532,0.3499999999999999
