sampling,model,best_stage2_score,best_acc_cv,best_rec_cv,best_thr_cv
base,lightgbm,0.7926333457793986,0.7573665896247372,0.8470188972979021,0.35000000000000003
smote,lightgbm,0.7965900195619722,0.743498695972426,0.880008860652897,0.35000000000000003
smotenc,lightgbm,0.7965900033673062,0.743498695972426,0.880008860652897,0.35000000000000003
cw,lightgbm,0.7974557730906722,0.7363993829925576,0.8977173334299584,0.39999999999999997
smotecw,lightgbm,0.7968665087836537,0.7451191924757685,0.877942893346288,0.35000000000000003
smotencw,lightgbm,0.7968665861488158,0.7451191924757685,0.877942893346288,0.35000000000000003
