sampling,model,best_stage1_score,best_acc_cv,best_rec_cv
base,lightgbm,0.7927113087422097,0.7505760470091636,0.8600708265522727
smote,lightgbm,0.7968076390688187,0.7406656456542818,0.8849281885507202
smotenc,lightgbm,0.7968076363306755,0.7406656456542818,0.8849281885507202
cw,lightgbm,0.7972287225538636,0.7327946400026837,0.9032266294470577
smotecw,lightgbm,0.7968076365289705,0.7406656456542818,0.8849281885507202
smotencw,lightgbm,0.7968076390621299,0.7406656456542818,0.8849281885507202
